ID,Name,Description,Aliases
"exicon-1753308826332-mucho-chesto","Mucho Chesto","<p>Chest blaster exercise intended to build mucho chesto. 10 x Merkin / 10 x Wide Merkin / 10 x Diamonds / 10 Stagger Merkin Left / 10 Stagger Merkin Right. Rinse and repeat for a total 100 Merkins. Time yourself and try to improve for a bonus.</p>",""
"exicon-1753308826541-mucho-leg-o","Mucho Leg-o","Mucho Leg-o 1) Narrow squat (feet together), 2) regular-stance squat, 3) wide squat, 4) bonnie blair (jumping lunge) with left foot forward, 5) bonnie blair with right foot forward (then back to narrow stance). Repeato until you look like a baby giraffe stumbling across the Savannah.",""
"exicon-1775352393518-muffin-man","Muffin Man","<p>A full-body, high-intensity movement combining a forward roll, burpee, and squat clean using a cinder block (“Cindy”), finished with a call-and-response cadence.</p><h2><strong>Execution:</strong></h2><ol><li><p>Start standing, holding the Cindy at chest level</p></li><li><p>Hinge at the hips and place the Cindy on the ground (“set the pan”)</p></li><li><p>Assume a push-up position with hands on the Cindy</p></li><li><p>Roll the Cindy forward approximately 1–2 feet (“roll the dough”)</p></li><li><p>Immediately perform a burpee</p></li><li><p>Upon standing, step forward to the Cindy</p></li><li><p>Squat clean the Cindy to chest level</p></li><li><p>Extend the Cindy slightly forward (“put the pan in the oven”)</p></li><li><p>Return to standing position</p></li></ol><hr><h2><strong>Cadence:</strong></h2><p>Leader:</p><blockquote><p>“Do you know the Muffin Man?!”</p></blockquote><p>Group:</p><blockquote><p>“THE MUFFIN MAN!!”</p></blockquote><p>(Cadence is performed after each completed repetition)</p><h2><strong>Modification:</strong></h2><ul><li><p>Step back instead of full burpee</p></li><li><p>Remove squat clean and perform a simple lift to chest</p></li><li><p>Eliminate push-up portion for beginners</p></li></ul><hr><h2><strong>Advanced Variation:</strong></h2><p><strong>The Muffin Man Deluxe</strong></p><ul><li><p>Add a controlled “pop” (slight toss) of the Cindy during the squat clean before catching it at the chest</p></li><li><p>Option to add overhead press after clean</p></li></ul><p></p>",""
"exicon-1753308826822-multi-merkin-(m&m)","Multi-Merkin (M&M)","Start in high plank position, perform merkin, the tough left knee, merkin, right knee, merkin left foot, merkin, right foot, merkin, stretch left, merkin stretch right, merkin, inch worm back, stand up is one repetition.",""
"exicon-1757988702177-murder-blockee","Murder Blockee","<p>Perform a Murder Bunny as usual, but when you end the murder bunny hop movement, you immediately throw your legs back and go into the down position of a blockee and then continue the blockee movment up, raising the coupon or sandbag above your head to complete the rep. Performed as a moving exercise across a field, parking lot or other area for distance.</p>",""
"exicon-1753308827104-murder-bunny","Murder Bunny","<p>Stand with feet slightly more than shoulder width apart with coupon longways between them. Bend over and grab the coupon, lift it a few inches off the ground and move it forward until you can't reach. Then, put the coupon down, transition your weight to the coupon (through your hands) and hop (think burpee) your feet back to where they are on either side of the coupon.</p>",""
"exicon-1757988698844-murder-burpees","Murder Burpees","<p>Play the song \"Here Comes the Hotstepper\" by Ini Kamoze. Every time he says the word \"murderer\" you have to do a burpee. The rest of the time you should be doing side straddle hops or high knees. Can be done as a warmup. Burpee total will be 24.</p>","[object Object]"
"exicon-1753308827400-murder-hornet","Murder Hornet","Murder Hornet Take on the Killer B''s Routine from Iron Pax ''19 but with a cinderblock coupon. Pax line up at the start. Murder Bunny 10 yards then: 10 Man Makers, 10 Lunges w/coupon, 10 BBS w/coupon. Repeat til 30 yard line. Once complete: Bear Crawl + Coupon Drag back to starting line. Rinse and Repeat the whole thing.",""
"exicon-1753308827698-musical-dora","Musical Dora","<p>Musical Dora is Dora's fun and sinister sides put together. Partner up just like a Dora. Partner 1 does the selected exercise while partner 2 runs either a hill or circuit and back then flapjack. During this time you have your favorite play list going. All exercises are done for the time period of a song. Sandbags or kettle bells are good here for the exercises. Tailor your playlist and exercises to the length of time you want to take. Examples of exercises: Kettle bell swings, overhead press, curls, bent over row, goblet squats, thrusters, overhead tricep extensions and the crowd pleasers: burpees or merkins to finish done to the 6:05 minute version of MJ singing \"Don't Stop Till You Get Enough\". Doing the exercises to a time based count (song) keeps all PAX together and who doesn't love to work out to the Q's favorite play list?</p>",""
"exicon-1753308827908-nadal","Nadal","<p>Running the lines of a tennis court.</p>",""
"exicon-1753308828113-navy-seal-burpee","Navy Seal Burpee","<p>This is a classic exercise that can be worked into any THANG you might have in mind (or even a warmup or MARY). The Navy Seal burpee (or Seal Burpee) is a standard burpee but on the down you are executing a sequence of three merkins where on the first two, execute a knee-tuck on the up.</p>",""
"exicon-1753308828411-necro-bunny","Necro Bunny","Perform a Murder Bunny and after each \"hop,\" remain with hands on Cindy (coupon). Without standing up, perform 5 squats or \"Frog Squats.\" Distance set by Q",""
"exicon-1753308828706-nemos","NEMOs","<p>This routine mixes a get-up with a blockee. Start laying flat on your back, with a cindy on the ground above your head. Grasp the cindy, bring to your chest, perform one press straight up. Place cindy to one side, then kick out your legs or flip over to an inclined plank position. Perform one incline merkin, then without releasing the cindy, stand up and perform an overhead press. Return to inclined plank, perform another inclined merkin. Return to position on your back, perform one press straight up over chest with cindy. Return cindy to position over your head for one rep. Courtesy of Honker, F3 Pooler</p>",""
"exicon-1753308828921-never-cross-dolly","Never Cross Dolly","<p>On your 6 just like your going to do Dolly's but your upper body is in the iron cross position the whole time doing Dolly's. Only your 6 is touching the ground.</p>",""
"exicon-1765402877039-new-test","New Test","<h3>test</h3><p>@test</p><ul><li><p>Bullet point 1</p></li><li><p>Bullet point 2</p></li></ul><ol><li><p>Number 1</p></li><li><p>Number 2<br></p></li></ol><blockquote><p>test</p></blockquote><table><tbody><tr><th><p>this is a test</p></th><th><p>Another</p></th><th><p>And another</p></th></tr><tr><td><p>test</p></td><td><p>test</p></td><td><p>test</p></td></tr><tr><td><p>test</p></td><td><p>test</p></td><td><p>test</p></td></tr></tbody></table><p></p>",""
"exicon-1753308829144-newton's-cradle","Newton's Cradle","<p>Just like your boss's favorite desk decoration ( https://www.youtube.com/watch?v=GyhaVaZgqTI ), get in plank position (with or without coupons) and extend your left arm perpendicular to your body until it is parallel to the ground. Return and repeat with the right arm to complete the four count cadence.</p>",""
"exicon-1753308829365-nicole","Nicole","<p>Nicole is one of the girls of Crossfit. Set a timer for 20 minutes. Pax will complete AMRAP (As Many Rounds As Possible) of the following: Run 400m; Pull-ups AMRAP (As Many Reps As Possible) Mix up the pull-ups, chin-ups etc. as you see fit.; Repeato until the timer sounds.</p>",""
"exicon-1753308829575-ninnie-knockers","Ninnie Knockers","<p>Sitting on picnic table, leaning back on elbows, toes pointed to the floor so that entire body is a straight line. The \"1\" count is bring knees as close to your chest as you can, \"2\" is to extend with your toes pointing straight to the floor, \"3 and 4\" is repeat. In 4-count cadence.</p>",""
"exicon-1753308829800-nipple-scraper-merkin","Nipple Scraper Merkin","<p>(Also called a Half Moon push up.) With hands on a curb &amp; butts high, drop knees down and to one side. Lower one nipple until it touches the curb, twist your body in the low plank position until the other nipple comes to the curb, and then press up. That is one rep. Reverse the motion.</p>",""
"exicon-1763419725283-no-cheat-merkin","No Cheat Merkin","<p>A strict push-up variation that eliminates momentum and ensures full range of motion. At the bottom of each push-up, lift both hands completely off the ground before pressing back up. At the top of the movement, perform two shoulder taps (alternating hands tapping opposite shoulders) before descending into the next rep. This forces you to maintain tension throughout, prevents bouncing or cheating, and adds an anti-rotation core challenge with the shoulder taps. The result is a more difficult, higher-quality merkin that builds greater upper body strength and core stability</p>",""
"exicon-1753308830008-no-surrender","No Surrender","<p>Begin the no-surrender in the standing position with your hands locked behind your head and elbows pointing outward.4 count: 1.Go down on left knee, then 2. down on the right knee so now you're on both knees. 3.Then stand back up on left leg then 4. up with the right leg. After half the desired reps, switch the starting leg so that you don't favor one side. (also called Prisoner Get Ups)</p>",""
"exicon-1753308830226-no-surrender-indian-plank","No Surrender Indian Plank","<p>The entire PAX holds the full plank position. Starting in the down/rest position, Q gives the \"up\" signal and everyone assumes the full plank. The PAX at the rear then completes 5 no-surrenders, returns to the full up plank position, and gives the \"down\" signal. After a brief (approx. 5 second) rest, Q again gives the \"up\" signal, and the next PAX completes their no-surrenders. This continues until everyone had completed their no-surrenders.</p>",""
"exicon-1769716918913-noho-row","NoHo Row","<p>Stand in mid stance lunge with lead foot slight twist in. Hold Coupon where hand of the forward foot is thru Coupon holding bottom lip, other hand is atop the Coupon holding lip. Row Cindy in large circle bringing bottom hand in line with back foot and top hand to over forward knee.</p>",""
"exicon-1753308830443-nolan-richardson","Nolan Richardson","<p>Aka \"40 minutes of Hell.\" </p><p>Warm-O-Rama: </p><p>Windmills (20)</p><p>American Hammers( 20)</p><p>Mosey (Around Ballfield)</p><p>Routine: </p><p>Partner 1 will perform each exercise denoted below as Partner 2 backpedals 50 yards, performs a <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308738078-bobby-hurley\" data-label=\"Bobby Hurley\" data-mention-suggestion-char=\"@\">@Bobby Hurley</span>, then runs back to continue the exercise from the count accumulated by Partner 1. This will continue until the repetition count stated below is met. </p><ol><li><p>Burpees (150). </p></li><li><p>Squats (300). </p></li><li><p>Big Boy Sit-Ups (150). </p></li><li><p>Little Baby Arm Circles (300). </p></li><li><p>Merkins (150). </p></li><li><p>Imperial Walkers (300).</p></li></ol><p></p>","[object Object]"
"exicon-1753308830658-nolan-ryan","Nolan Ryan","<p>Start in a side plank position with your ungrounded arm extended. Complete a punching motion as if someone, namely Robin Ventura, were under your other arm.</p>",""
"exicon-1753308830868-non-alternating-shoulder-taps","Non-Alternating Shoulder Taps","<p>Much like a combination of the Alternating Shoulder Taps (but you do not alternate) and a clap merkin (but rather than clap, you touch both shoulders). So, from the plank you go down as far as you need, probably halfway, to push up with enough force to be able to touch your right hand to your left shoulder and your left hand to your right shoulder AT THE SAME TIME, and then get your hands down in time to do some more. It is like the clap merkin, but since your hands are not under your body, it is a little scarier and you need a better push to have time to cross both arms and touch both shoulders and then get your hands down in time to not smash your face. Requires good explosive power. Good to call 10 OYO.</p>",""
"exicon-1753308831083-noodling-for-catfish","Noodling for Catfish","<p>Start in a plank position on an incline (bench, table, steps) do a merkin but when in down position, hold with one arm while other reaches down under bench, table, steps etc like your feeling for something for 3 seconds and then hand back to bench and finish the merkin.</p>",""
"exicon-1753308831292-noonan","Noonan","<p>Running up stadium stairs with a ruck on. Any form of weighted ruck or coupon up and down stairs. In Honor of F3 Naperville's Steve Keough (F3 Noonan) who suddenly passed away while rucking.</p>",""
"exicon-1753308831503-not-so-lazy-boys","Not-So Lazy Boys","<p>On your six sitting upright with your legs straight out in front of you. Cross your arms and grab your sides, leaning back in your \"Lazy Boy\" as far as you can without your feet coming off the ground. Hold and engage your core for 10-15 seconds and rotate to your right, dropping your right elbow towards the ground (not letting it touch the ground), back to the middle (hold for 10-15 seconds, core still engaged) and then rotate over to your left, dropping your left elbow towards the ground (not letting it touch the ground). Do this for as long as you''d like..on the Q's lead and count!</p>",""
"exicon-1753308831720-nutcracker","Nutcracker","Nutcracker With a brick in each hand held overhead, perform a lunge. At the same time, lower the arms and bring the bricks together between the legs. Return to the standing position, raising the bricks back overhead.",""
"exicon-1753308832012-o.p.p.","O.P.P.","<p>You down with O.P.P? Yeah you know me! Whose down with O.P.P? All of F3! Partner up. Partner 1 does Overhead Claps while in People's Chair (O.P.). Meanwhile Partner 2 does a set number of Plank Jacks. Switch. Can do multiple rounds, swapping out the Plank Jacks for Peter Parkers or Parker Peters or any exercise that starts with P.</p>",""
"exicon-1753308832221-obama","Obama","<p>In honor of the 44th POTUS, this traveling exercise consists primarily of a Bear Crawl, but after every 4 hand moves PAX must stop and perform 4 Merkins. (The 4 and 4 for the 44th, in case you needed that explained to you...)</p>",""
"exicon-1753308832442-old-flame-drill-(ofd)","Old Flame Drill (OFD)","<p>These 4 runner specific exercises done in sequence. runner's squat &gt; scorpions &gt; bulgarian split squat &gt; bridges. All exercises done single leg 10 per leg (or more). Search youtube for a demonstration of these exercises.</p>",""
"exicon-1753308832657-old-town-pain-train","Old Town Pain Train","<p>Every time you hear the train whistle, 10 burpees. Named for the AO in Rock Hill closest to the RR tracks.</p>",""
"exicon-1753308832863-ollie-norths","Ollie Norths","<p>Heaving a man over your back to carry him from the battlefield. ''Then carry him for a while. (f/k/a First Responders)</p>",""
"exicon-1753308833070-one-calls","One Calls","<p>This is an 8-count IC exercise developed as a result of the sometimes horrible merkin form by some PAX, especially those claiming to do great #''s when in fact they didn't do any correctly. It was a way to force the PAX to have FULL extension both at the bottom and the top, which only makes them better (and stops the improper form). Since I work with OneCall and he would come to the office daily to complain about this, I developed this exercise and named it after him for my upcoming Q. Start in Merkin/Plank position. 1 '' Down; 2 '' Hand Release; 3 '' Up and hold; 4 '' Floyd Mayweather Punch Right arm; 5 '' Right arm down; 6 '' Floyd Mayweather Punch Left arm; 7 '' Left arm down; 8 (which would be the PAX count of 1, 2, 3, etc) '' Full plank. As you can see, this forces the PAX to go all the way down instead of the 1-2'' down that some claim count as a merkin, and it forces a locking of the elbows at the top. 10-15 of these are excellent. It has also been done with 2 PAX facing each other and keeping each other honest (Q choice with these to make the Floyd Mayweathers into Booyah Merkins or Slap 5's or anything like that where the PAX are mirroring each other).</p>",""
"exicon-1753308833316-one-armed-pickle-pounder-with-coupon","One-armed Pickle Pounder with Coupon","<p>Start with one arm on the ground in pickle pounder position, the other hand has the coupon (in Jacksonville we use a milk jug filled with water approx. 8lbs) Hold the coupon on the small of your back with the free hand during reps x20 in cadence, switch arms and repeat.</p>",""
"exicon-1753308833522-one-legged-burpee","One-legged Burpee","<p>Not enough exercises start with \"O\" so... the one-legged burpee is like a regular burpee, but with one leg that stays off the ground through the entire set. Best to do two balanced sets or one split set so you don''t look like a #Yepremian.</p>",""
"exicon-1763419816899-orangutans","Orangutans","<p>A posterior chain exercise that targets the calves and hamstrings. Start in a standing position and plant your fingertips on the ground in front of your toes. Drop into a deep squat while keeping your fingers planted, then stand up by straightening your legs while maintaining finger contact with the ground. At the top, lift your heels as high as possible to engage the calves, creating strong activation in both the calves and hamstrings. Return to the deep squat position and repeat. This movement challenges flexibility, balance, and builds serious posterior chain strength</p>",""
"exicon-1753308833740-outlaw","Outlaw","<p>Sitting in the position for flutter kicks, keep your feet together and make a big \"O\" with them. 10 reps to the right and 10 reps to the left or as many reps as the Q deems necessary.</p>",""
"exicon-1778272073804-over-the-mountain-merkin","Over the Mountain Merkin","<p>Start with an offset Merkin with one hand on the coupon, then a Merkin with both hands on the coupon, then an offset Merkin on the other side, with the other hand on the coupon. That is one rep. Rinse and repeat each direction over the mountain.</p><p></p>","[object Object]; [object Object]"
"exicon-1765684483892-pain-maker","Pain Maker","<p>Two Merkins at the bottom of a Man Maker (Blockee) and a Thruster at the top</p>",""
"exicon-1753308833946-painkillers","Painkillers","Painkillers Start with a Man-Maker ,then add a double merkin and plank jacks to it",""
"exicon-1753308834242-pamela-anderson","Pamela Anderson","<p>Burpee with a nipple scraper merkin (with or without a curb). Performance in slow motion while in a bathing suit is purely optional!</p>",""
"exicon-1753308834444-pansey","Pansey","<p>Conduct pull up. While up, lift the legs to the 90 degree position or beyond. lower legs to perpendicular to the ground. Lower body to the down position. Repeat.</p>",""
"exicon-1772420033594-parker-peter","Parker Peter","<p>A <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308837185-peter-parker-(and-parker-peter)\" data-label=\"Peter Parker\" data-mention-suggestion-char=\"@\">@Peter Parker</span>, except your knee crosses to the opposite elbow.</p>",""
"exicon-1753308834658-parking-space-tracer","Parking Space Tracer","<p>For those participating in an AO with a parking lot, PAX starts at one point on a parking space line. PAX runs/sidesteps/runs backward while tracing the lines on the parking lot. Even better when double sided / open spaces.</p>","[object Object]; [object Object]"
"exicon-1753308834867-partner-carry","Partner Carry","<p>Carry a partner either in a fireman hold or simply on your back some distance that Q calls out.</p>",""
"exicon-1763419930257-partner-coupon-swing","Partner Coupon Swing","<p>A partner exercise where two PAX work together to swing a coupon (cinderblock, sandbag, or other weight) between them. Partners face each other at a safe distance, and one person swings the coupon using a kettlebell-style hip hinge motion to propel it toward their partner, who catches and controls it before swinging it back. This movement requires coordination, communication, timing, and trust between partners while building explosive hip power, grip strength, and cardiovascular endurance. The shared work creates accountability and camaraderie</p>",""
"exicon-1753308835077-partner-derkin","Partner Derkin","<p>Merkin performed with your feet up on your planking partner's back.</p>",""
"exicon-1753308835284-partner-plank-curls","Partner Plank Curls","<p>Partner up. One partner gets in plank position. The other partner stands directly behind him and grabs planked partner's ankles and does bicep curls. Make sure partner in plank position keeps legs together.</p>",""
"exicon-1753308835496-partner-shrug","Partner Shrug","<p>Partner #1 assumes the plank position. Partner #2 grabs partner #1 by the ankles and commences shoulder shrug exercise using Partner #1 as weight. Flapjack and repeat.</p>",""
"exicon-1753308835711-pattycake-merkin","Pattycake Merkin","<p>Two partners face each other in plank position and perform merkin together. On up movement, partners touch right hands in the middle. Repeat merkin and switch hands.</p>",""
"exicon-1753308835921-paula-abdul","Paula Abdul","<p>Any set in which you take 2 steps forward and then 1 step back and continue to do so until you reach a defined endpoint. For example: run up 2 ramps of a parking deck, perform an exercise, run down 1 ramp, perform an exercise, continue until you reach the top. Also works well with parking lot lines, speed bumps, light posts, flights of stairs, etc.</p>",""
"exicon-1774903027660-pbk-(patrick-brian-kenny)-","PBK (Patrick Brian Kenny)","<p>First started in F3 Katy on the 20-year anniversary of Pat's death in Iraq (10-6-2005). The men of each Katy <span data-type=\"mention\" class=\"mention\" data-id=\"lexicon-1753308433594-ao\" data-label=\"AO\" data-mention-suggestion-char=\"@\">@AO</span> honored the life of Pat's ultimate sacrifice. He died at age 20 from an improvised explosive device while conducting combat operations against enemy forces near Al Karmah, Iraq. Pat was an absolute legend and had an infectious personality. This BD/WOD honors his sacrifice and legacy. <br><br>The <span data-type=\"mention\" class=\"mention\" data-id=\"lexicon-1753308434937-beat-down\" data-label=\"BEAT DOWN\" data-mention-suggestion-char=\"@\">@BEAT DOWN</span> is 11s of <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308736904-blockee\" data-label=\"Blockee\" data-mention-suggestion-char=\"@\">@Blockee</span> and <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308746961-burpee\" data-label=\"Burpee\" data-mention-suggestion-char=\"@\">@Burpee</span>. This is roughly a 30-minute circuit. Start with 1 Blockee, run a <strong>minimum</strong> distance of 30 yards, perform 10 Burpees. Run back to <span data-type=\"mention\" class=\"mention\" data-id=\"lexicon-1753308442495-coupon\" data-label=\"Coupon\" data-mention-suggestion-char=\"@\">@Coupon</span> and perform, 2 Blockees, run a minimum distance of 30 yards, perform 9 Burpees, all the way until <span data-type=\"mention\" class=\"mention\" data-id=\"lexicon-1761331634402-pax\" data-label=\"PAX\" data-mention-suggestion-char=\"@\">@PAX</span> perform 10 Blockees and 1 Burpee. This beat down can also be performed with sandbags.</p>",""
"exicon-1753308836135-peeping-lipstick","Peeping Lipstick","<p>A combination of a Turkish Getup and Star Jump. PAX performs the Turkish Getup and then immediately performs 1 Star Jump. The transition between TG and SJ should be done fluidly. This exercise name comes from the combination of 2 PAX names, \"Peeping Tom\" (who loves Turkish Getups) and \"Lipstick\" (who loves Star Jumps), who were once working out together as Co-Qs and decided to combine the two movements. The name Turkish Getup Star Jumps is just way too long to say.</p>",""
"exicon-1753308836343-people's-air-presses","People's Air Presses","<p>While squatting in the People's Chair, perform overhead air presses.</p>",""
"exicon-1753308836551-people's-chair","People's Chair","<p>Sitting against a wall with knees bent at a 90-degree angle for a period of time TBD by the workout leader.</p>",""
"exicon-1753308836761-people's-chair-modification","People's Chair Modification","<p>Things to distract your mind while in the Peoples Chair - Overhead presses, holding arms horizontal, left and right punches, left or right leg off the ground, and wall/thigh/chest slaps.</p>",""
"exicon-1753308837185-peter-parker-(and-parker-peter)","Peter Parker","<p>In plank position move left knee toward left elbow with foot flared out.. then flapjack. You should look like Spider-Man climbing a wall. </p><p>To modify up, combine with <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1754529609144-merkin\" data-label=\"Merkin\" data-mention-suggestion-char=\"@\">@Merkin</span>, so that when you go down you bring your leg in, and then straighten the leg as you return to plank.</p>",""
"exicon-1753308837415-peter-parker-peter","Peter Parker Peter","<p>Done by combining <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308837185-peter-parker-(and-parker-peter)\" data-label=\"Peter Parker\" data-mention-suggestion-char=\"@\">@Peter Parker</span> and <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1772420033594-parker-peter\" data-label=\"Parker Peter\" data-mention-suggestion-char=\"@\">@Parker Peter</span>. Do both on one leg before switching to other leg.</p><p>On count 1, Right Leg goes up into Peter Parker, 2 it comes back, then same leg goes into Parker Peter on 3, then back on the count, then do the same with left leg.</p>",""
"exicon-1762826035614-pick-your-poison","Pick Your Poison","Great routine to move PAX through an AO, test a new site, or show off seldom used features. Identify 4-5 \"stops\" you want to make around the AO and exercises to go with each.\n\nPAX get to choose their area of focus for day. There are Upper, Lower, and Core exercises for each stop on the AO tour. Depending on your focus, you'll perform 40, 30, or 20 reps of the prescribed exercises. If Upper is first priority, do 40 reps of upper, followed by 30 reps of second priority and 20 reps of third priority. Once done, begin heading to next spot with prescribed MOT. When finished, the 6 will mosey, collecting PAX doing MOT until all PAX are moseying to next location.\n\nSample routine:\nStop 1: \nUpper: Merkins\nLower: Jump Squat\nCore: BBSU\nMOT: Crawl Bear\n\nStop 2: \nUpper: Dips on bench\nLower: Monkey Humpers\nCore: American Hammer\nMOT: Lunge Walk\n\nStop 3: \nUpper: Derkin\nLower: Twinkle Toes\nCore: Hello Dollys\nMOT: Crab Walk\n\nStop 4: \nUpper: Dirty Hookups on picnic table bench\nLower: Step up on picnic table bench\nCore: LBCs\nMOT: Duck Walk\n\nStop 5: \nUpper: Rows on playground equipment\nLower: Apollo Ohno\nCore: Dying Cockroach\nMOT: Inchworm",""
"exicon-1753308837632-pickle-grinders","Pickle Grinders","<p>Find a bench, box or low wall where Partner A lays face down over the edge of said device with the edge at hip level or slightly lower. Partner B holds Partner A's legs firmly down. Partner A drops torso below device and reverses to tight hold with back arched upward. Exercise name becomes evident very quickly with fast adjustments. Great with a modest coupon.</p>",""
"exicon-1767423306326-pickle-pointers","Pickle Pointers","<p>Hip bridges.</p><ol><li><p>Lay on back.</p></li><li><p>Tighten core.</p></li><li><p>Legs shoulder width apart.</p></li><li><p>Push hips to the sky, not arching back, focus on glutes and slightly curling hips forward.</p></li><li><p>Do reps pushing hips to the sky then tapping glues to the ground.</p></li><li><p>Slow and steady, focus on form.</p></li></ol><p>Modifiers:</p><ul><li><p>Wide Leg Pickle Pointers</p></li><li><p>Butterfly Pickle Pointers</p></li></ul><p></p>",""
"exicon-1753308837860-pickle-pounder","Pickle Pounder","<p>Begin in an elbow plank then alternate hip flexion and extension in cadence. Best performed in front of store windows or in quiet neighborhoods.</p>",""
"exicon-1771457287625-pickle-push-it","Pickle Push It","<p>Play Salt-N-Pepa's \"Push It.\" </p><p>Get in a tabletop position (feet and hands planted on your six, then hoist yourself to a flat core). \"Push it\" = <strong>1 Pickle Pusher</strong>. Synth/Music = <strong>Tabletop Hold</strong>.</p>",""
"exicon-1767926487344-pike-pleaser","Pike Pleaser","<p>Same format as a  <span data-type=\"mention\" class=\"mention\" data-id=\"exicon-1753308764010-crowd-pleaser\" data-mention-suggestion-char=\"@\">@exicon-1753308764010-crowd-pleaser</span> except Carolina Dry Dock (pike pushup) and Alternating Toe Taps are substituted. 1:1 CCD to ATT, 2:2, and so on, up to 4:4 (or 5:5 if tough enough) and back down to 1:1</p>",""
"exicon-1753308838076-pinocchio","Pinocchio","<p>Pax circle up, get on their 6 with heads facing toward the circle, shoulder to shoulder. Q passes out two 40lbs sandbags on opposite sides of circle and instructs the Pax starts passing the bags ''Pax reacts gleefully saying, \"Is that it?\" then Q institutes a Low Slow Flutter AMRAP, then Freddy Mercury. Pax call Q a liar, just like Pinocchio.</p>",""
"exicon-1753308838284-pinochle","Pinochle","<p>Each PAX pickes a card from the pinochle deck. The card values represent the reps and the suit represented the exercise. 9 = x9, 10 = x10, Jack = x11, Queen = x12, King = x13, Ace = x20, Game instruction card = Dealers Choice x50 Hearts = Merkins Diamonds = Burpees Spades = Squats Clubs = American Hammers</p>",""
"exicon-1753308838498-pistol-squats","Pistol Squats","<p>One legged squats. Extend right leg out front. Lower and keep right leg extended out, then raise back up. Flapjack. Takes balance. Can be done in front of a pole for balance help</p>",""
"exicon-1753308838700-piston","Piston","<p>Starting in standing position and a Block/Coupon on the ground at your feet, squat and pick up block and return to standing position with it. Then perform a squat and place the block to its original position and return to original standing position w/out the block. Uncoordinated pax (almost everyone) will eventually get out of sync thereby looking like the pistons of that \"See-Thru\" engine block you see at the car parts store.</p>",""
"exicon-1753308838910-plank-compass","Plank Compass","<p>From plank position, Q calls out direction such as 90 degrees right or 180 degrees left. Pax rotates accordingly, walking hand over hand to the location designated by the Q (staying in plank), with toes acting as the center of the compass (stationary), and hands and head moving around the arc of the circle. Mix in Merkins at each stop. Do as many rotations as you like.</p>",""
"exicon-1753308839119-plank-destroyer","Plank Destroyer","<p>Plank Destroyer All the fun you can have with a Plank, mashed up into one exercise. Begin in Plank position, perform a Makhtar N''Diaye ending back in Plank position, perform a Merkin, perform alternating Shoulder Taps, perform a Plank Jack. That''s one rep. Ideal entry in a sequence of low-rep exercises.</p>",""
"exicon-1753308839321-plank-dips","Plank Dips","<p>Steamer's M introduced him to plank dips and he brought them to PowderKeg. It can be done from regular plank or elbow plank position. From plank rotate your hips down to the ground on each side. 1 left, 2 regular, 3 right, regular for cadence count.</p>",""
"exicon-1753308839533-plank-fonda","Plank Fonda","<p>Side plank, arm extended (on elbow to modify), lift upper leg in Jane Fonda motion, switch sides and repeat. Done in cadence... with enthusiasm...</p>",""
"exicon-1753308839741-plank-hurdles","Plank Hurdles","<p>Done on a football field. In small groups of 5-6, everyone starts in the plank position in the end zone. 1st man from each group sprints to the 10 and planks, 2nd sprints, hurdles him, planks on the 20, 3rd man hurdles each, planks on the 30, etc. At the end of the group, 1st man sprints, hurdles everyone, etc. Everyone should finish in a plank in the opposite end zone.</p>",""
"exicon-1753308839947-plank-jacks","Plank Jacks","<p>Jumping Jacks while in the plank position.</p>",""
"exicon-1753308840160-plankorama","Plankorama","<p>A routine; any kind of plank strung together until TBQ.</p>",""
"exicon-1753308840370-plankorama-mama","Plankorama-mama","<p>This is a series of exercises that alternate between plank position and seated position with no rest between. Ex. Hydraulics x 20 IC/LBCs x 20 IC/Shoulder taps x 20....etc. The name derives from a couple of AOs that have begun to shorten 6 minutes of mary to 6mom and then into momma.</p>",""
"exicon-1753308840581-play-it-cool","Play it Cool","<p>This is meant for those 5:30 AM workouts where there aren't many cars driving by (but some). Anytime some sees a car drive by, they shout \"Play it cool!\" and you stop what you're doing and hold a squat while pretending to read the paper. Once the car leaves, you resume what you were doing.</p>",""
"exicon-1753308840787-poker-chips","Poker Chips","<p>Moving an 8x8x16 concrete block forward one parking space at a time, shifting right/left and moving the next chip/block forward. At the last chip, cycle back to the front of the line. Exercise goes the length of parking lot or until the PAX yields.</p>",""
"exicon-1753308840998-pole-dancing","Pole Dancing","<p>Lay on your 6 under a handrail, parallel to the rail, grab rail with both hands and pull yourself up alternating sides. For extra effort, wrap your legs around the rail.</p>",""
"exicon-1753308841207-pop-up-merkining-aka-jiminy-cricket.","Pop-up Merkins","<p>Merkin in which a powerful push from arms and toes causes all fours to leave the ground to complete the upward motion. Resembles a hopping cricket and inspires #respect for its bug-sized athleticism.</p>","[object Object]"
"exicon-1753308841413-popeye-punches","Popeye Punches","This is a warm up for the shoulders. Starting position is feet shoulder width apart, knees slightly bent, fists clenched at hips. Exercise is four count, with exaggerated, alternating right and left punches over the same side shoulder. (Alternatively, punches may be executed over each opposite shoulder, diagonally.)",""
