ROCK,,,,,
Date,Pax,Code,DD Only,DR Only,#REF!
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
,,,FALSE,FALSE,
